location,coordinate_x,coordinate_y
0,8699.000000,17181.000000
61466,1839.000000,13.000000
65368,16.000000,660.000000
76833,22.000000,344.000000
61466,1839.000000,13.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
96659,20.000000,2625.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
76833,22.000000,344.000000
61466,1839.000000,13.000000
76833,22.000000,344.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
96659,20.000000,2625.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
76833,22.000000,344.000000
76833,22.000000,344.000000
76833,22.000000,344.000000
76833,22.000000,344.000000
76833,22.000000,344.000000
76833,22.000000,344.000000
65368,16.000000,660.000000
96659,20.000000,2625.000000
96659,20.000000,2625.000000
63719,19970.000000,17139.000000
96659,20.000000,2625.000000
96659,20.000000,2625.000000
96659,20.000000,2625.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
76833,22.000000,344.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
96659,20.000000,2625.000000
63719,19970.000000,17139.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
76833,22.000000,344.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
61466,1839.000000,13.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
61466,1839.000000,13.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
65368,16.000000,660.000000
61466,1839.000000,13.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
63719,19970.000000,17139.000000
